dataset,subject,session,pipeline,metric,score,fold,fold_policy,n_train,n_test,n_channels,time,pipeline_digest,paradigm_digest,evaluation,moecog_version,computed_at
Miller2019-gestures,bp,fingerflex,LogBandPower + LDA,accuracy,0.7333333333333333,4,chronological,120,30,84,0.6880128383636475,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,fingerflex,LogBandPower + LDA,balanced_accuracy,0.7333333333333333,4,chronological,120,30,84,0.6880128383636475,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,fingerflex,LogBandPower + LogReg,kappa,0.5358649789029536,4,chronological,120,30,84,0.6760361194610596,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,fingerflex,LogBandPower + LogReg,accuracy,0.6333333333333333,4,chronological,120,30,84,0.6760361194610596,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,fingerflex,LogBandPower + LogReg,balanced_accuracy,0.5999999999999999,4,chronological,120,30,84,0.6760361194610596,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,fingerflex,Riemann TS + LogReg,kappa,0.2682926829268293,4,chronological,120,30,84,1.648393154144287,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,fingerflex,Riemann TS + LogReg,accuracy,0.4,4,chronological,120,30,84,1.648393154144287,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,fingerflex,Riemann TS + LogReg,balanced_accuracy,0.4333333333333333,4,chronological,120,30,84,1.648393154144287,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,rh_lh,HighGamma + LDA,kappa,0.8709677419354839,0,chronological,52,12,84,0.2148249149322509,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,rh_lh,HighGamma + LDA,accuracy,0.9166666666666666,0,chronological,52,12,84,0.2148249149322509,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
